COUNTRY_CODE,COUNTRY,GHE_CAUSE_CODE,GHE_CAUSE_TYPE,GHE_CAUSE_TITLE,YEAR,SEX_CODE,AGEGROUP_CODE,POPULATION,DEATHS,DEATHS_RATE,DEATHS_100K,DALY,DALY_RATE,DALY_100K
USA,United States of America,1240,Noncommunicable diseases,Appendicitis,2000,FMLE,YEARS10-14,10119062.0,8.4,8.3e-07,0.1,867.1,8.569e-05,8.6
USA,United States of America,800,Noncommunicable diseases,Diabetes mellitus,2000,FMLE,YEARS10-14,10119062.0,10.5,1.04e-06,0.1,2295.8,0.00022688,22.7
USA,United States of America,490,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2000,FMLE,YEARS10-14,10119062.0,6.3,6.2e-07,0.1,25177.1,0.00248808,248.8
USA,United States of America,811,Noncommunicable diseases,Thalassaemias,2000,FMLE,YEARS10-14,10119062.0,5.4,5.3e-07,0.1,718.6,7.101e-05,7.1
USA,United States of America,1248,Noncommunicable diseases,Pancreatitis,2000,FMLE,YEARS10-14,10119062.0,5.3,5.2e-07,0.1,503.3,4.974e-05,5.0
USA,United States of America,1270,Noncommunicable diseases,Kidney diseases,2000,FMLE,YEARS10-14,10119062.0,6.3,6.3e-07,0.1,2092.1,0.00020674,20.7
USA,United States of America,812,Noncommunicable diseases,Sickle cell disorders and trait,2000,FMLE,YEARS10-14,10119062.0,5.4,5.3e-07,0.1,680.0,6.72e-05,6.7
USA,United States of America,1575,Injuries,Exposure to mechanical forces,2000,FMLE,YEARS10-14,10119062.0,12.1,1.2e-06,0.1,2538.0,0.00025081,25.1
USA,United States of America,970,Noncommunicable diseases,Epilepsy,2000,FMLE,YEARS10-14,10119062.0,9.5,9.4e-07,0.1,10679.8,0.00105541,105.5
USA,United States of America,660,Noncommunicable diseases,Liver cancer,2000,FMLE,YEARS10-14,10119062.0,9.4,9.3e-07,0.1,737.1,7.284e-05,7.3
USA,United States of America,170,"Communicable, maternal, perinatal and nutritional conditions",Meningitis,2000,FMLE,YEARS10-14,10119062.0,12.6,1.25e-06,0.1,1080.0,0.00010673,10.7
USA,United States of America,320,"Communicable, maternal, perinatal and nutritional conditions",Rabies,2000,FMLE,YEARS10-14,10119062.0,6.1,6e-07,0.1,472.6,4.67e-05,4.7
USA,United States of America,920,Noncommunicable diseases,Idiopathic intellectual disability,2000,FMLE,YEARS10-14,10119062.0,5.3,5.2e-07,0.1,6322.2,0.00062478,62.5
USA,United States of America,1470,Noncommunicable diseases,Oral conditions,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,5822.7,0.00057542,57.5
USA,United States of America,1360,Noncommunicable diseases,Osteoarthritis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,710,Noncommunicable diseases,Cervix uteri cancer,2000,FMLE,YEARS10-14,10119062.0,1.1,1.1e-07,0.0,84.4,8.34e-06,0.8
USA,United States of America,60,"Communicable, maternal, perinatal and nutritional conditions",Chlamydia,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,44.9,4.44e-06,0.4
USA,United States of America,80,"Communicable, maternal, perinatal and nutritional conditions",Trichomoniasis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,8.9,8.8e-07,0.1
USA,United States of America,110,"Communicable, maternal, perinatal and nutritional conditions",Diarrhoeal diseases,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,3886.6,0.00038409,38.4
USA,United States of America,205,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis E,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,23.4,2.31e-06,0.2
USA,United States of America,190,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis B,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,4.0,4e-07,0.0
USA,United States of America,1040,Noncommunicable diseases,Cataracts,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,750,Noncommunicable diseases,Bladder cancer,2000,FMLE,YEARS10-14,10119062.0,1.1,1.1e-07,0.0,84.4,8.34e-06,0.8
USA,United States of America,1180,Noncommunicable diseases,Chronic obstructive pulmonary disease,2000,FMLE,YEARS10-14,10119062.0,1.7,1.7e-07,0.0,2463.3,0.00024343,24.3
USA,United States of America,550,"Communicable, maternal, perinatal and nutritional conditions",Protein-energy malnutrition,2000,FMLE,YEARS10-14,10119062.0,1.1,1e-07,0.0,1307.2,0.00012918,12.9
USA,United States of America,200,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis C,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,5.4,5.4e-07,0.1
USA,United States of America,240,"Communicable, maternal, perinatal and nutritional conditions",Chagas disease,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.6,6e-08,0.0
USA,United States of America,360,"Communicable, maternal, perinatal and nutritional conditions",Hookworm disease,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,230,"Communicable, maternal, perinatal and nutritional conditions",African trypanosomiasis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1350,Noncommunicable diseases,Rheumatoid arthritis,2000,FMLE,YEARS10-14,10119062.0,1.1,1e-07,0.0,1179.2,0.00011654,11.7
USA,United States of America,160,"Communicable, maternal, perinatal and nutritional conditions",Tetanus,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,180,"Communicable, maternal, perinatal and nutritional conditions",Encephalitis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,17.3,1.71e-06,0.2
USA,United States of America,1110,Noncommunicable diseases,Rheumatic heart disease,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,56.1,5.55e-06,0.6
USA,United States of America,1320,Noncommunicable diseases,Gynecological diseases,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,13979.2,0.00138148,138.1
USA,United States of America,755,Noncommunicable diseases,Mesothelioma,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1050,Noncommunicable diseases,Uncorrected refractive errors,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,14797.4,0.00146233,146.2
USA,United States of America,285,"Communicable, maternal, perinatal and nutritional conditions",Cysticercosis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,4.2,4.1e-07,0.0
USA,United States of America,700,Noncommunicable diseases,Breast cancer,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1230,Noncommunicable diseases,Cirrhosis of the liver,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,51.7,5.11e-06,0.5
USA,United States of America,850,Noncommunicable diseases,Schizophrenia,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,587.0,5.801e-05,5.8
USA,United States of America,742,Noncommunicable diseases,Testicular cancer,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,640,Noncommunicable diseases,Stomach cancer,2000,FMLE,YEARS10-14,10119062.0,1.1,1.1e-07,0.0,84.4,8.34e-06,0.8
USA,United States of America,1220,Noncommunicable diseases,Peptic ulcer disease,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,26.2,2.59e-06,0.3
USA,United States of America,740,Noncommunicable diseases,Prostate cancer,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,900,Noncommunicable diseases,Autism and Asperger syndrome,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,3661.3,0.00036183,36.2
USA,United States of America,350,"Communicable, maternal, perinatal and nutritional conditions",Trichuriasis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,150,"Communicable, maternal, perinatal and nutritional conditions",Measles,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,630,Noncommunicable diseases,Oesophagus cancer,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1120,Noncommunicable diseases,Hypertensive heart disease,2000,FMLE,YEARS10-14,10119062.0,2.1,2.1e-07,0.0,163.3,1.614e-05,1.6
USA,United States of America,870,Noncommunicable diseases,Drug use disorders,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,1230.1,0.00012156,12.2
USA,United States of America,1380,Noncommunicable diseases,Back and neck pain,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,29623.3,0.00292747,292.7
USA,United States of America,570,"Communicable, maternal, perinatal and nutritional conditions",Vitamin A deficiency,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,43.1,4.26e-06,0.4
USA,United States of America,362,"Communicable, maternal, perinatal and nutritional conditions",Food-bourne trematodes,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1080,Noncommunicable diseases,Other hearing loss,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,4444.3,0.0004392,43.9
USA,United States of America,950,Noncommunicable diseases,Alzheimer disease and other dementias,2000,FMLE,YEARS10-14,10119062.0,4.2,4.2e-07,0.0,326.7,3.228e-05,3.2
USA,United States of America,890,Noncommunicable diseases,Eating disorders,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,7601.9,0.00075125,75.1
USA,United States of America,1550,Injuries,Falls,2000,FMLE,YEARS10-14,10119062.0,5.1,5e-07,0.0,4283.9,0.00042335,42.3
USA,United States of America,670,Noncommunicable diseases,Pancreas cancer,2000,FMLE,YEARS10-14,10119062.0,1.0,1e-07,0.0,81.2,8.03e-06,0.8
USA,United States of America,620,Noncommunicable diseases,Mouth and oropharynx cancers,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,7.5,7.4e-07,0.1
USA,United States of America,140,"Communicable, maternal, perinatal and nutritional conditions",Diphtheria,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1290,Noncommunicable diseases,Urolithiasis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,20.6,2.04e-06,0.2
USA,United States of America,1246,Noncommunicable diseases,Gallbladder and biliary diseases,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,631.1,6.237e-05,6.2
USA,United States of America,560,"Communicable, maternal, perinatal and nutritional conditions",Iodine deficiency,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,221.1,2.185e-05,2.2
USA,United States of America,1505,Noncommunicable diseases,Sudden infant death syndrome,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,315,"Communicable, maternal, perinatal and nutritional conditions",Yellow fever,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,680,Noncommunicable diseases,"Trachea, bronchus, lung cancers",2000,FMLE,YEARS10-14,10119062.0,1.0,1e-07,0.0,82.8,8.18e-06,0.8
USA,United States of America,840,Noncommunicable diseases,Bipolar disorder,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,5673.1,0.00056064,56.1
USA,United States of America,1070,Noncommunicable diseases,Other vision loss,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,782.3,7.731e-05,7.7
USA,United States of America,1580,Injuries,Natural disasters,2000,FMLE,YEARS10-14,10119062.0,3.2,3.1e-07,0.0,259.5,2.564e-05,2.6
USA,United States of America,1244,Noncommunicable diseases,Inflammatory bowel disease,2000,FMLE,YEARS10-14,10119062.0,4.2,4.2e-07,0.0,613.7,6.065e-05,6.1
USA,United States of America,186,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis A,2000,FMLE,YEARS10-14,10119062.0,1.0,1e-07,0.0,465.1,4.597e-05,4.6
USA,United States of America,400,"Communicable, maternal, perinatal and nutritional conditions",Upper respiratory infections,2000,FMLE,YEARS10-14,10119062.0,1.1,1e-07,0.0,12036.7,0.00118951,119.0
USA,United States of America,752,Noncommunicable diseases,Gallbladder and biliary tract cancer,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,270,"Communicable, maternal, perinatal and nutritional conditions",Lymphatic filariasis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,50,"Communicable, maternal, perinatal and nutritional conditions",Syphilis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.7,7e-08,0.0
USA,United States of America,860,Noncommunicable diseases,Alcohol use disorders,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,4228.5,0.00041788,41.8
USA,United States of America,1280,Noncommunicable diseases,Benign prostatic hyperplasia,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,420,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,35.4,3.5e-06,0.3
USA,United States of America,730,Noncommunicable diseases,Ovary cancer,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,25.5,2.52e-06,0.3
USA,United States of America,580,"Communicable, maternal, perinatal and nutritional conditions",Iron-deficiency anaemia,2000,FMLE,YEARS10-14,10119062.0,1.1,1e-07,0.0,5103.7,0.00050437,50.4
USA,United States of America,830,Noncommunicable diseases,Depressive disorders,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,66841.8,0.00660553,660.6
USA,United States of America,1310,Noncommunicable diseases,Infertility,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1030,Noncommunicable diseases,Glaucoma,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,690,Noncommunicable diseases,Melanoma and other skin cancers,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,14.4,1.42e-06,0.1
USA,United States of America,250,"Communicable, maternal, perinatal and nutritional conditions",Schistosomiasis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,220,"Communicable, maternal, perinatal and nutritional conditions",Malaria,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1000,Noncommunicable diseases,Non-migraine headache,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,4264.4,0.00042143,42.1
USA,United States of America,30,"Communicable, maternal, perinatal and nutritional conditions",Tuberculosis,2000,FMLE,YEARS10-14,10119062.0,1.0,1e-07,0.0,110.7,1.093e-05,1.1
USA,United States of America,720,Noncommunicable diseases,Corpus uteri cancer,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,365,"Communicable, maternal, perinatal and nutritional conditions",Leprosy,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,130,"Communicable, maternal, perinatal and nutritional conditions",Whooping cough,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,11.1,1.1e-06,0.1
USA,United States of America,990,Noncommunicable diseases,Migraine,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,32406.4,0.00320251,320.3
USA,United States of America,310,"Communicable, maternal, perinatal and nutritional conditions",Trachoma,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,880,Noncommunicable diseases,Anxiety disorders,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,39345.5,0.00388826,388.8
USA,United States of America,1370,Noncommunicable diseases,Gout,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1330,Noncommunicable diseases,Skin diseases,2000,FMLE,YEARS10-14,10119062.0,2.1,2.1e-07,0.0,24790.4,0.00244987,245.0
USA,United States of America,650,Noncommunicable diseases,Colon and rectum cancers,2000,FMLE,YEARS10-14,10119062.0,1.1,1.1e-07,0.0,98.0,9.69e-06,1.0
USA,United States of America,85,"Communicable, maternal, perinatal and nutritional conditions",Genital herpes,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,52.9,5.23e-06,0.5
USA,United States of America,280,"Communicable, maternal, perinatal and nutritional conditions",Onchocerciasis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,340,"Communicable, maternal, perinatal and nutritional conditions",Ascariasis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1242,Noncommunicable diseases,Paralytic ileus and intestinal obstruction,2000,FMLE,YEARS10-14,10119062.0,4.2,4.2e-07,0.0,371.1,3.667e-05,3.7
USA,United States of America,1060,Noncommunicable diseases,Macular degeneration,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,300,"Communicable, maternal, perinatal and nutritional conditions",Dengue,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,5.1,5e-07,0.0
USA,United States of America,410,"Communicable, maternal, perinatal and nutritional conditions",Otitis media,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,2004.3,0.00019807,19.8
USA,United States of America,754,Noncommunicable diseases,Thyroid cancer,2000,FMLE,YEARS10-14,10119062.0,1.1,1.1e-07,0.0,104.8,1.035e-05,1.0
USA,United States of America,753,Noncommunicable diseases,Larynx cancer,2000,FMLE,YEARS10-14,10119062.0,2.2,2.2e-07,0.0,168.8,1.668e-05,1.7
USA,United States of America,960,Noncommunicable diseases,Parkinson disease,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,70,"Communicable, maternal, perinatal and nutritional conditions",Gonorrhoea,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,14.4,1.42e-06,0.1
USA,United States of America,1630,Injuries,Collective violence and legal intervention,2000,FMLE,YEARS10-14,10119062.0,2.7,2.7e-07,0.0,223.0,2.204e-05,2.2
USA,United States of America,910,Noncommunicable diseases,Childhood behavioural disorders,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,27697.6,0.00273717,273.7
USA,United States of America,980,Noncommunicable diseases,Multiple sclerosis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,88.9,8.78e-06,0.9
USA,United States of America,260,"Communicable, maternal, perinatal and nutritional conditions",Leishmaniasis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1241,Noncommunicable diseases,Gastritis and duodenitis,2000,FMLE,YEARS10-14,10119062.0,0.0,0.0,0.0,285.4,2.82e-05,2.8
USA,United States of America,295,"Communicable, maternal, perinatal and nutritional conditions",Echinococcosis,2000,FMLE,YEARS10-14,10119062.0,0.9,9e-08,0.0,82.8,8.18e-06,0.8
USA,United States of America,1530,Injuries,Road injury,2000,FMLE,YEARS15-19,9710357.0,1730.9,0.00017826,17.8,129005.3,0.01328533,1328.5
USA,United States of America,1620,Injuries,Interpersonal violence,2000,FMLE,YEARS15-19,9710357.0,311.8,3.211e-05,3.2,28322.5,0.00291673,291.7
USA,United States of America,1610,Injuries,Self-harm,2000,FMLE,YEARS15-19,9710357.0,272.0,2.801e-05,2.8,20323.3,0.00209295,209.3
USA,United States of America,1400,Noncommunicable diseases,Congenital anomalies,2000,FMLE,YEARS15-19,9710357.0,113.9,1.173e-05,1.2,16366.5,0.00168546,168.5
USA,United States of America,770,Noncommunicable diseases,Leukaemia,2000,FMLE,YEARS15-19,9710357.0,108.7,1.119e-05,1.1,8005.0,0.00082437,82.4
USA,United States of America,870,Noncommunicable diseases,Drug use disorders,2000,FMLE,YEARS15-19,9710357.0,77.2,7.95e-06,0.8,53793.6,0.00553981,554.0
USA,United States of America,1150,Noncommunicable diseases,"Cardiomyopathy, myocarditis, endocarditis",2000,FMLE,YEARS15-19,9710357.0,56.6,5.83e-06,0.6,4562.5,0.00046986,47.0
USA,United States of America,751,Noncommunicable diseases,Brain and nervous system cancers,2000,FMLE,YEARS15-19,9710357.0,49.6,5.11e-06,0.5,3685.1,0.00037951,38.0
USA,United States of America,760,Noncommunicable diseases,"Lymphomas, multiple myeloma",2000,FMLE,YEARS15-19,9710357.0,34.3,3.53e-06,0.4,2763.1,0.00028455,28.5
USA,United States of America,1140,Noncommunicable diseases,Stroke,2000,FMLE,YEARS15-19,9710357.0,34.7,3.58e-06,0.4,7013.2,0.00072224,72.2
USA,United States of America,1560,Injuries,"Fire, heat and hot substances",2000,FMLE,YEARS15-19,9710357.0,35.3,3.63e-06,0.4,3486.7,0.00035907,35.9
USA,United States of America,390,"Communicable, maternal, perinatal and nutritional conditions",Lower respiratory infections,2000,FMLE,YEARS15-19,9710357.0,32.9,3.39e-06,0.3,2616.3,0.00026943,26.9
USA,United States of America,420,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,2000,FMLE,YEARS15-19,9710357.0,27.2,2.8e-06,0.3,4214.1,0.00043398,43.4
USA,United States of America,1570,Injuries,Drowning,2000,FMLE,YEARS15-19,9710357.0,32.3,3.32e-06,0.3,2488.4,0.00025627,25.6
USA,United States of America,1190,Noncommunicable diseases,Asthma,2000,FMLE,YEARS15-19,9710357.0,28.5,2.93e-06,0.3,29417.0,0.00302944,302.9
USA,United States of America,970,Noncommunicable diseases,Epilepsy,2000,FMLE,YEARS15-19,9710357.0,26.3,2.71e-06,0.3,11001.8,0.001133,113.3
USA,United States of America,1130,Noncommunicable diseases,Ischaemic heart disease,2000,FMLE,YEARS15-19,9710357.0,18.7,1.93e-06,0.2,1371.2,0.00014121,14.1
USA,United States of America,170,"Communicable, maternal, perinatal and nutritional conditions",Meningitis,2000,FMLE,YEARS15-19,9710357.0,16.4,1.69e-06,0.2,1301.4,0.00013402,13.4
USA,United States of America,100,"Communicable, maternal, perinatal and nutritional conditions",HIV/AIDS,2000,FMLE,YEARS15-19,9710357.0,17.6,1.81e-06,0.2,1564.8,0.00016115,16.1
USA,United States of America,800,Noncommunicable diseases,Diabetes mellitus,2000,FMLE,YEARS15-19,9710357.0,18.5,1.9e-06,0.2,3976.0,0.00040946,40.9
USA,United States of America,1270,Noncommunicable diseases,Kidney diseases,2000,FMLE,YEARS15-19,9710357.0,15.7,1.62e-06,0.2,4442.0,0.00045745,45.7
USA,United States of America,1575,Injuries,Exposure to mechanical forces,2000,FMLE,YEARS15-19,9710357.0,17.1,1.76e-06,0.2,3599.6,0.00037069,37.1
USA,United States of America,1540,Injuries,Poisonings,2000,FMLE,YEARS15-19,9710357.0,8.1,8.3e-07,0.1,1223.9,0.00012604,12.6
USA,United States of America,650,Noncommunicable diseases,Colon and rectum cancers,2000,FMLE,YEARS15-19,9710357.0,5.9,6.1e-07,0.1,461.8,4.756e-05,4.8
USA,United States of America,860,Noncommunicable diseases,Alcohol use disorders,2000,FMLE,YEARS15-19,9710357.0,6.6,6.8e-07,0.1,31039.5,0.00319653,319.7
USA,United States of America,730,Noncommunicable diseases,Ovary cancer,2000,FMLE,YEARS15-19,9710357.0,7.7,7.9e-07,0.1,615.7,6.341e-05,6.3
USA,United States of America,950,Noncommunicable diseases,Alzheimer disease and other dementias,2000,FMLE,YEARS15-19,9710357.0,6.6,6.8e-07,0.1,477.5,4.917e-05,4.9
USA,United States of America,812,Noncommunicable diseases,Sickle cell disorders and trait,2000,FMLE,YEARS15-19,9710357.0,9.4,9.7e-07,0.1,1825.2,0.00018797,18.8
USA,United States of America,811,Noncommunicable diseases,Thalassaemias,2000,FMLE,YEARS15-19,9710357.0,6.8,7e-07,0.1,1799.5,0.00018532,18.5
USA,United States of America,1550,Injuries,Falls,2000,FMLE,YEARS15-19,9710357.0,11.1,1.14e-06,0.1,6366.2,0.00065561,65.6
USA,United States of America,850,Noncommunicable diseases,Schizophrenia,2000,FMLE,YEARS15-19,9710357.0,1.1,1.1e-07,0.0,5844.4,0.00060187,60.2
USA,United States of America,1070,Noncommunicable diseases,Other vision loss,2000,FMLE,YEARS15-19,9710357.0,0.0,0.0,0.0,870.9,8.969e-05,9.0
USA,United States of America,295,"Communicable, maternal, perinatal and nutritional conditions",Echinococcosis,2000,FMLE,YEARS15-19,9710357.0,1.0,1e-07,0.0,91.3,9.41e-06,0.9
USA,United States of America,186,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis A,2000,FMLE,YEARS15-19,9710357.0,1.3,1.3e-07,0.0,457.1,4.708e-05,4.7
USA,United States of America,1040,Noncommunicable diseases,Cataracts,2000,FMLE,YEARS15-19,9710357.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,300,"Communicable, maternal, perinatal and nutritional conditions",Dengue,2000,FMLE,YEARS15-19,9710357.0,0.0,0.0,0.0,4.6,4.8e-07,0.0
USA,United States of America,720,Noncommunicable diseases,Corpus uteri cancer,2000,FMLE,YEARS15-19,9710357.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,285,"Communicable, maternal, perinatal and nutritional conditions",Cysticercosis,2000,FMLE,YEARS15-19,9710357.0,0.0,0.0,0.0,27.4,2.83e-06,0.3
USA,United States of America,745,Noncommunicable diseases,Kidney cancer,2000,FMLE,YEARS15-19,9710357.0,4.7,4.9e-07,0.0,362.2,3.73e-05,3.7
USA,United States of America,1230,Noncommunicable diseases,Cirrhosis of the liver,2000,FMLE,YEARS15-19,9710357.0,3.3,3.4e-07,0.0,309.1,3.183e-05,3.2
USA,United States of America,1241,Noncommunicable diseases,Gastritis and duodenitis,2000,FMLE,YEARS15-19,9710357.0,0.0,0.0,0.0,819.7,8.441e-05,8.4
USA,United States of America,700,Noncommunicable diseases,Breast cancer,2000,FMLE,YEARS15-19,9710357.0,1.2,1.2e-07,0.0,131.3,1.352e-05,1.4
USA,United States of America,320,"Communicable, maternal, perinatal and nutritional conditions",Rabies,2000,FMLE,YEARS15-19,9710357.0,1.4,1.5e-07,0.0,104.0,1.071e-05,1.1
USA,United States of America,980,Noncommunicable diseases,Multiple sclerosis,2000,FMLE,YEARS15-19,9710357.0,1.1,1.1e-07,0.0,529.4,5.452e-05,5.5
USA,United States of America,260,"Communicable, maternal, perinatal and nutritional conditions",Leishmaniasis,2000,FMLE,YEARS15-19,9710357.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,880,Noncommunicable diseases,Anxiety disorders,2000,FMLE,YEARS15-19,9710357.0,0.0,0.0,0.0,69801.5,0.00718836,718.8
USA,United States of America,1000,Noncommunicable diseases,Non-migraine headache,2000,FMLE,YEARS15-19,9710357.0,0.0,0.0,0.0,6696.5,0.00068962,69.0
USA,United States of America,620,Noncommunicable diseases,Mouth and oropharynx cancers,2000,FMLE,YEARS15-19,9710357.0,3.5,3.7e-07,0.0,269.4,2.774e-05,2.8
USA,United States of America,754,Noncommunicable diseases,Thyroid cancer,2000,FMLE,YEARS15-19,9710357.0,0.0,0.0,0.0,23.4,2.41e-06,0.2
USA,United States of America,1110,Noncommunicable diseases,Rheumatic heart disease,2000,FMLE,YEARS15-19,9710357.0,4.4,4.5e-07,0.0,395.5,4.073e-05,4.1
USA,United States of America,710,Noncommunicable diseases,Cervix uteri cancer,2000,FMLE,YEARS15-19,9710357.0,3.5,3.7e-07,0.0,270.2,2.783e-05,2.8
USA,United States of America,1630,Injuries,Collective violence and legal intervention,2000,FMLE,YEARS15-19,9710357.0,3.0,3e-07,0.0,232.2,2.392e-05,2.4
